Sicil_ID,Hire Date,Termination Date,City,Gender,Seniority,Age Range,Education Level,Title
M01023,6/6/2024,,Antalya,Male,E,18-24,High School,PP
M01024,5/4/2019,,Aydin,Male,E,39-45,Primary School,YY
M01025,8/26/2017,,Ankara,Male,E,32-38,Bachelor's Degree,RR
M01026,10/24/2021,,Istanbul,Male,F,18-24,High School,TT
M01027,5/4/2023,,Antalya,Male,E,32-38,Bachelor's Degree,KK
M01028,8/25/2017,,Istanbul,Male,F,46-52,High School,KK
M01029,1/14/2015,,Ankara,Male,E,39-45,Associate Degree,KK
M01030,8/30/2019,,Istanbul,Female,G,18-24,Bachelor's Degree,YY
M01031,11/7/2020,,Istanbul,Female,C,46-52,Primary School,YY
M01032,3/4/2015,,Antalya,Male,E,18-24,Bachelor's Degree,PP
M01033,8/4/2018,,Istanbul,Male,B,25-31,Master's Degree,XX
M01034,8/20/2019,,Bolu,Male,B,39-45,Master's Degree,YY
M01035,5/10/2024,,Antalya,Male,A,39-45,High School,ZZ
M01036,6/9/2022,,Bolu,Male,A,46-52,Bachelor's Degree,KK
M01037,5/21/2024,,Antalya,Female,A,52+,High School,TT
M01038,2/25/2020,,Ankara,Male,B,32-38,Doctorate,TT
M01039,2/5/2018,,Antalya,Male,E,39-45,Primary School,ZZ
M01040,6/13/2024,,Bolu,Female,C,39-45,Doctorate,KK
M01041,3/28/2017,,Istanbul,Male,G,18-24,Primary School,YY
M01042,4/6/2022,,Ankara,Female,C,52+,Master's Degree,TT
M01043,12/13/2022,,Antalya,Male,E,52+,Master's Degree,ZZ
M01044,3/22/2019,,Antalya,Male,E,32-38,Associate Degree,XX
M01045,2/24/2015,,Bolu,Male,A,52+,High School,KK
M01046,1/7/2019,,Istanbul,Male,F,18-24,Doctorate,XX
M01047,9/2/2020,,Bolu,Male,D,32-38,Master's Degree,XX
M01048,1/29/2019,,Ankara,Female,F,39-45,Associate Degree,TT
M01049,8/30/2024,,Istanbul,Male,E,18-24,High School,TT
M01050,12/17/2015,,Izmir,Male,E,52+,Doctorate,TT
M01051,4/30/2017,,Aydin,Male,E,52+,High School,RR
M01052,5/11/2020,,Aydin,Male,E,46-52,High School,PP
M01053,6/9/2018,,Bolu,Male,D,39-45,High School,ZZ
M01054,11/13/2023,,Aydin,Male,E,46-52,Associate Degree,ZZ
M01055,8/26/2023,,Aydin,Male,E,25-31,Master's Degree,TT
M01056,8/28/2021,,Izmir,Female,E,32-38,Master's Degree,ZZ
M01057,2/10/2021,,Ankara,Male,G,39-45,Doctorate,RR
M01058,8/1/2018,,Ankara,Male,G,32-38,Master's Degree,ZZ
M01059,12/29/2019,,Antalya,Male,E,18-24,Primary School,ZZ
M01060,5/25/2019,,Bolu,Female,F,25-31,High School,XX
M01061,8/14/2018,,Aydin,Male,E,25-31,Associate Degree,PP
M01062,2/10/2017,,Istanbul,Male,C,46-52,Doctorate,KK
M01063,3/31/2016,,Antalya,Female,E,46-52,High School,XX
M01064,5/30/2021,,Aydin,Female,E,25-31,Bachelor's Degree,PP
M01065,7/8/2019,,Istanbul,Male,D,46-52,Bachelor's Degree,ZZ
M01066,4/21/2022,,Izmir,Male,F,46-52,Bachelor's Degree,TT
M01067,10/3/2017,,Izmir,Male,F,18-24,Doctorate,KK
M01068,12/21/2024,,Istanbul,Male,A,32-38,Master's Degree,ZZ
M01069,1/14/2018,,Izmir,Male,D,52+,High School,TT
M01070,2/18/2018,,Antalya,Male,E,46-52,Bachelor's Degree,XX
M01071,6/25/2019,,Istanbul,Male,B,52+,Master's Degree,TT
M01072,8/21/2021,,Aydin,Male,E,46-52,Associate Degree,ZZ
M01073,6/12/2018,,Istanbul,Male,C,52+,Master's Degree,KK
M01074,7/1/2016,,Aydin,Male,E,18-24,Bachelor's Degree,XX
M01075,12/29/2022,,Izmir,Male,E,52+,Associate Degree,RR
M01076,12/12/2015,,Ankara,Male,B,46-52,Primary School,ZZ
M01077,8/26/2016,,Ankara,Male,D,32-38,Bachelor's Degree,XX
M01078,9/26/2018,,Bolu,Male,A,32-38,Master's Degree,PP
M01079,10/12/2015,,Aydin,Male,E,52+,Master's Degree,RR
M01080,4/8/2023,,Antalya,Male,E,32-38,Bachelor's Degree,XX
M01081,11/8/2021,,Istanbul,Male,B,18-24,Associate Degree,ZZ
M01082,6/1/2019,,Ankara,Male,C,25-31,High School,TT
M01083,3/23/2016,,Aydin,Male,E,18-24,Primary School,TT
M01084,8/12/2021,,Aydin,Female,E,25-31,Bachelor's Degree,XX
M01085,5/1/2022,,Bolu,Male,B,39-45,Associate Degree,ZZ
M01086,7/22/2024,,Istanbul,Male,B,32-38,Primary School,KK
M01087,12/8/2018,,Bolu,Male,G,18-24,Primary School,RR
M01088,11/21/2020,,Aydin,Male,E,52+,Bachelor's Degree,XX
M01089,1/24/2021,,Bolu,Male,A,52+,Associate Degree,PP
M01090,7/28/2017,,Bolu,Male,E,52+,High School,TT
M01091,3/28/2023,,Aydin,Male,E,25-31,Associate Degree,TT
M01092,5/9/2024,,Aydin,Male,E,52+,High School,TT
M01093,2/21/2017,,Bolu,Male,E,18-24,Doctorate,ZZ
M01094,9/3/2024,,Antalya,Male,E,39-45,Bachelor's Degree,YY
M01095,2/15/2018,,Izmir,Male,F,39-45,Doctorate,RR
M01096,12/4/2019,,Aydin,Female,E,32-38,Master's Degree,TT
M01097,7/15/2018,,Ankara,Male,B,39-45,Master's Degree,PP
M01098,3/19/2017,,Antalya,Male,E,39-45,High School,ZZ
M01099,2/5/2020,,Aydin,Male,E,18-24,High School,RR
M01100,6/19/2024,,Izmir,Female,F,46-52,High School,PP
M01101,11/18/2018,,Antalya,Male,E,25-31,Associate Degree,PP
M01102,9/15/2023,,Bolu,Male,G,25-31,Master's Degree,ZZ
M01103,12/18/2016,,Bolu,Male,D,52+,Doctorate,XX
M01104,2/7/2021,,Aydin,Male,E,52+,Bachelor's Degree,KK
M01105,7/31/2016,,Ankara,Male,E,52+,Bachelor's Degree,XX
M01106,10/2/2021,,Aydin,Male,E,32-38,Associate Degree,XX
M01107,5/11/2020,,Istanbul,Female,A,52+,Master's Degree,YY
M01108,10/25/2015,,Bolu,Male,B,46-52,Primary School,RR
M01109,1/14/2023,,Istanbul,Female,E,25-31,Bachelor's Degree,TT
M01110,7/25/2020,,Antalya,Male,D,18-24,Associate Degree,RR
M01111,4/27/2020,,Bolu,Male,B,18-24,Master's Degree,ZZ
M01112,6/28/2018,,Ankara,Male,G,25-31,Doctorate,PP
M01113,2/7/2015,,Izmir,Male,A,18-24,Doctorate,ZZ
M01114,11/22/2020,,Izmir,Female,E,39-45,Associate Degree,PP
M01115,8/31/2021,,Ankara,Male,A,25-31,Associate Degree,YY
M01116,2/23/2015,,Izmir,Male,B,39-45,Master's Degree,TT
M01117,2/10/2020,,Istanbul,Male,G,46-52,High School,XX
M01118,3/31/2024,,Istanbul,Male,A,25-31,Primary School,KK
M01119,3/12/2016,,Izmir,Male,A,39-45,Associate Degree,YY
M01120,7/3/2020,,Istanbul,Male,F,32-38,High School,TT
M01121,9/21/2023,,Aydin,Male,F,46-52,Master's Degree,PP
M01122,10/5/2019,,Bolu,Male,G,18-24,Master's Degree,RR
M01123,5/31/2023,,Istanbul,Male,A,46-52,Associate Degree,XX
M01124,11/21/2023,,Bolu,Male,A,32-38,Doctorate,ZZ
M01125,8/23/2020,,Antalya,Male,B,52+,Associate Degree,XX
M01126,5/21/2021,,Istanbul,Male,A,46-52,Doctorate,PP
M01127,8/8/2021,,Istanbul,Male,G,46-52,Associate Degree,TT
M01128,12/2/2017,,Izmir,Male,B,18-24,Associate Degree,YY
M01129,5/7/2023,,Ankara,Female,F,18-24,Bachelor's Degree,YY
M01130,2/2/2017,,Istanbul,Male,F,52+,Master's Degree,ZZ
M01131,4/19/2019,,Izmir,Male,E,32-38,Primary School,XX
M01132,4/3/2022,,Ankara,Male,C,18-24,Doctorate,PP
M01133,6/23/2015,,Istanbul,Male,F,25-31,Doctorate,YY
M01134,12/5/2021,,Bolu,Male,F,52+,Primary School,ZZ
M01135,11/27/2023,,Antalya,Male,C,25-31,Associate Degree,ZZ
M01136,8/12/2020,,Aydin,Female,C,52+,Associate Degree,XX
M01137,10/31/2021,,Ankara,Male,A,39-45,Primary School,YY
M01138,7/22/2015,,Bolu,Male,D,25-31,Master's Degree,ZZ
M01139,1/5/2018,,Istanbul,Male,E,32-38,Doctorate,YY
M01140,11/22/2020,,Aydin,Female,E,39-45,Primary School,ZZ
M01141,10/17/2022,,Izmir,Female,G,32-38,High School,ZZ
M01142,10/2/2021,,Ankara,Male,A,39-45,Doctorate,XX
M01143,6/7/2022,,Istanbul,Male,D,18-24,Primary School,RR
M01144,11/10/2015,,Bolu,Male,A,18-24,Doctorate,TT
M01145,1/6/2022,,Antalya,Male,E,18-24,Bachelor's Degree,KK
M01146,10/18/2019,,Bolu,Male,A,32-38,Bachelor's Degree,TT
M01147,1/20/2024,,Aydin,Male,G,39-45,Associate Degree,PP
M01148,5/9/2020,,Izmir,Male,A,18-24,Bachelor's Degree,RR
M01149,10/4/2023,,Bolu,Male,E,18-24,Primary School,YY
M01150,1/31/2020,,Aydin,Male,G,18-24,High School,YY
M01151,8/28/2015,,Bolu,Male,A,52+,Primary School,YY
M01152,6/6/2024,,Aydin,Female,B,46-52,Primary School,TT
M01153,9/17/2019,,Izmir,Female,B,39-45,Primary School,TT
M01154,8/25/2021,,Bolu,Female,C,25-31,Master's Degree,YY
M01155,5/6/2016,,Aydin,Male,G,32-38,Master's Degree,YY
M01156,11/17/2024,,Istanbul,Male,F,18-24,Master's Degree,RR
M01157,6/20/2017,,Antalya,Male,B,46-52,Bachelor's Degree,XX
M01158,2/12/2018,,Antalya,Male,G,18-24,Associate Degree,TT
M01159,7/21/2019,,Istanbul,Male,G,32-38,Bachelor's Degree,XX
M01160,6/10/2017,,Antalya,Male,D,25-31,Associate Degree,ZZ
M01161,7/21/2019,,Izmir,Male,C,25-31,Associate Degree,RR
M01162,6/20/2020,,Ankara,Male,E,32-38,Bachelor's Degree,PP
M01163,3/6/2016,,Istanbul,Male,F,32-38,Bachelor's Degree,RR
M01164,3/26/2024,,Istanbul,Male,D,32-38,Associate Degree,RR
M01165,7/20/2022,,Bolu,Male,E,18-24,Doctorate,XX
M01166,3/19/2019,,Ankara,Female,B,46-52,Master's Degree,RR
M01167,1/3/2023,,Antalya,Female,G,39-45,Associate Degree,ZZ
M01168,9/5/2015,,Izmir,Female,F,25-31,Associate Degree,ZZ
M01169,2/28/2021,,Aydin,Male,G,46-52,Primary School,PP
M01170,1/22/2017,,Aydin,Male,B,32-38,Bachelor's Degree,XX
M01171,8/18/2018,,Istanbul,Male,B,32-38,High School,TT
M01172,9/14/2022,,Istanbul,Male,A,46-52,Master's Degree,ZZ
M01173,10/16/2016,,Istanbul,Male,A,32-38,Associate Degree,KK
M01174,7/18/2020,,Aydin,Male,C,46-52,Associate Degree,RR
M01175,6/3/2017,,Antalya,Male,D,52+,High School,RR
M01176,9/10/2015,,Aydin,Male,C,18-24,Bachelor's Degree,ZZ
M01177,4/25/2024,,Aydin,Male,B,25-31,High School,ZZ
M01178,4/26/2017,,Bolu,Male,B,25-31,Master's Degree,XX
M01179,11/17/2021,,Antalya,Male,G,46-52,Associate Degree,XX
M01180,6/7/2018,,Antalya,Male,B,18-24,Primary School,XX
M01181,6/9/2018,,Antalya,Male,C,39-45,Bachelor's Degree,XX
M01182,12/6/2015,,Aydin,Female,E,18-24,Bachelor's Degree,YY
M01183,1/31/2016,,Istanbul,Female,F,46-52,Master's Degree,TT
M01184,5/1/2021,,Ankara,Male,B,46-52,Bachelor's Degree,TT
M01185,2/5/2018,,Istanbul,Female,C,18-24,Doctorate,KK
M01186,6/17/2021,,Aydin,Female,E,32-38,Master's Degree,KK
M01187,4/28/2022,,Ankara,Female,A,18-24,Master's Degree,PP
M01188,6/28/2020,,Istanbul,Male,E,32-38,Primary School,YY
M01189,4/11/2017,,Bolu,Female,A,46-52,High School,ZZ
M01190,10/28/2017,,Izmir,Male,G,39-45,Master's Degree,PP
M01191,2/11/2022,,Istanbul,Male,B,18-24,Associate Degree,ZZ
M01192,6/7/2020,,Izmir,Female,F,18-24,High School,YY
M01193,12/6/2017,,Aydin,Male,F,46-52,Associate Degree,XX
M01194,2/15/2021,,Ankara,Female,B,52+,Doctorate,KK
M01195,12/4/2022,,Antalya,Male,B,32-38,Associate Degree,YY
M01196,8/23/2016,,Ankara,Male,F,18-24,Associate Degree,TT
M01197,10/27/2016,,Istanbul,Male,C,18-24,Associate Degree,RR
M01198,9/18/2018,,Bolu,Male,E,25-31,Bachelor's Degree,ZZ
M01199,6/1/2015,,Istanbul,Female,E,46-52,High School,YY
M01200,10/25/2016,,Bolu,Male,E,52+,Associate Degree,XX
M01201,10/12/2022,,Istanbul,Male,F,25-31,Primary School,PP
M01202,2/26/2017,,Bolu,Male,G,39-45,Associate Degree,KK
M01203,6/1/2020,,Izmir,Male,F,25-31,Primary School,XX
M01204,4/17/2018,,Antalya,Male,A,18-24,Primary School,KK
M01205,7/13/2017,,Antalya,Male,A,18-24,High School,YY
M01206,6/19/2017,,Istanbul,Female,E,25-31,Associate Degree,TT
M01207,4/26/2024,,Izmir,Male,A,32-38,Primary School,RR
M01208,7/15/2021,,Izmir,Male,D,46-52,Doctorate,YY
M01209,3/6/2021,,Antalya,Male,A,18-24,Associate Degree,YY
M01210,1/22/2016,,Antalya,Male,A,18-24,Doctorate,XX
M01211,8/12/2023,,Istanbul,Female,E,39-45,Doctorate,XX
M01212,3/19/2015,,Izmir,Male,A,39-45,Primary School,KK
M01213,4/30/2018,,Bolu,Male,G,32-38,High School,RR
M01214,9/30/2018,,Istanbul,Male,B,25-31,Primary School,YY
M01215,3/20/2018,,Antalya,Male,A,39-45,High School,ZZ
M01216,10/31/2021,,Izmir,Male,E,39-45,Bachelor's Degree,KK
M01217,6/11/2022,,Ankara,Male,D,46-52,Primary School,RR
M01218,5/30/2018,,Izmir,Male,G,46-52,Associate Degree,PP
M01219,1/2/2016,,Aydin,Male,A,52+,Bachelor's Degree,XX
M01220,4/24/2022,,Bolu,Male,C,18-24,Bachelor's Degree,TT
M01221,3/23/2017,,Bolu,Male,C,39-45,Master's Degree,XX
M01222,3/2/2022,,Istanbul,Female,G,46-52,Doctorate,TT
M01223,8/12/2017,,Aydin,Male,A,52+,Bachelor's Degree,XX
M01224,4/17/2024,,Aydin,Male,A,52+,Associate Degree,RR
M01225,5/29/2024,,Izmir,Female,C,18-24,Doctorate,TT
M01226,3/20/2019,,Bolu,Female,D,52+,High School,XX
M01227,10/6/2015,,Bolu,Male,C,18-24,Associate Degree,KK
M01228,4/2/2022,,Istanbul,Female,A,39-45,Master's Degree,YY
M01229,7/3/2015,,Aydin,Male,A,32-38,Doctorate,XX
M01230,1/24/2019,,Bolu,Male,A,18-24,Bachelor's Degree,TT
M01231,12/17/2018,,Antalya,Male,A,39-45,Doctorate,XX
M01232,7/31/2024,,Antalya,Female,A,39-45,Doctorate,XX
M01233,7/6/2020,,Istanbul,Male,F,52+,Associate Degree,ZZ
M01234,6/8/2019,,Ankara,Male,D,32-38,Doctorate,TT
M01235,7/13/2015,,Ankara,Female,B,25-31,Bachelor's Degree,RR
M01236,8/24/2019,,Ankara,Male,C,18-24,Primary School,XX
M01237,6/8/2023,,Ankara,Male,D,52+,Doctorate,YY
M01238,3/14/2015,,Antalya,Male,A,32-38,Bachelor's Degree,TT
M01239,3/22/2019,,Izmir,Male,E,39-45,Master's Degree,RR
M01240,11/18/2016,,Istanbul,Male,B,25-31,Associate Degree,XX
M01241,7/16/2015,,Bolu,Male,C,52+,Associate Degree,RR
M01242,8/20/2021,,Bolu,Female,F,46-52,Associate Degree,TT
M01243,5/28/2015,,Izmir,Male,B,18-24,Bachelor's Degree,ZZ
M01244,12/9/2021,,Izmir,Male,A,46-52,Doctorate,YY
M01245,1/16/2020,,Izmir,Female,D,52+,Doctorate,TT
M01246,11/10/2020,,Ankara,Male,G,32-38,Bachelor's Degree,TT
M01247,3/18/2023,,Aydin,Male,A,39-45,High School,TT
M01248,8/17/2020,,Izmir,Male,F,18-24,Primary School,KK
M01249,4/7/2022,,Aydin,Male,A,18-24,Primary School,YY
M01250,3/18/2016,,Aydin,Male,B,39-45,Associate Degree,YY
M01251,5/29/2023,,Izmir,Female,B,39-45,Associate Degree,KK
M01252,10/24/2021,,Istanbul,Female,B,25-31,Primary School,TT
M01253,6/19/2018,,Ankara,Male,G,46-52,Bachelor's Degree,ZZ
M01254,5/3/2019,,Izmir,Female,G,39-45,Associate Degree,XX
M01255,3/9/2022,,Aydin,Male,B,25-31,Bachelor's Degree,ZZ
M01256,6/22/2015,,Bolu,Male,A,25-31,Doctorate,TT
M01257,10/2/2022,,Ankara,Male,B,32-38,Associate Degree,PP
M01258,12/9/2021,,Istanbul,Male,G,25-31,High School,TT
M01259,7/18/2017,,Bolu,Male,B,52+,High School,TT
M01260,11/23/2019,,Ankara,Female,E,46-52,Master's Degree,TT
M01261,2/18/2016,,Ankara,Male,F,18-24,High School,XX
M01262,12/4/2021,,Aydin,Male,B,18-24,Associate Degree,YY
M01263,4/10/2021,,Ankara,Male,E,18-24,Doctorate,XX
M01264,9/4/2024,,Ankara,Male,C,32-38,Bachelor's Degree,TT
M01265,1/31/2018,,Izmir,Male,C,39-45,High School,YY
M01266,4/19/2022,,Ankara,Male,B,39-45,Master's Degree,YY
M01267,7/24/2015,,Aydin,Male,B,25-31,Primary School,RR
M01268,6/23/2019,,Izmir,Male,B,52+,Doctorate,XX
M01269,2/24/2018,,Aydin,Female,B,46-52,Primary School,TT
M01270,8/16/2020,,Aydin,Male,B,39-45,High School,RR
M01271,7/19/2017,,Istanbul,Male,G,32-38,High School,KK
M01272,8/1/2022,,Ankara,Male,B,52+,Doctorate,RR
M01273,8/15/2024,,Ankara,Male,A,46-52,Doctorate,PP
M01274,5/24/2018,,Istanbul,Male,B,46-52,Associate Degree,PP
M01275,6/15/2024,,Aydin,Female,B,39-45,Associate Degree,PP
M01276,7/30/2021,,Izmir,Male,A,39-45,Associate Degree,RR
M01277,9/25/2021,,Istanbul,Male,C,46-52,Primary School,YY
M01278,1/29/2018,,Bolu,Female,F,18-24,Master's Degree,PP
M01279,4/7/2024,,Antalya,Male,B,18-24,Primary School,PP
M01280,10/11/2016,,Aydin,Male,B,18-24,Doctorate,XX
M01281,10/19/2022,,Istanbul,Male,B,32-38,Bachelor's Degree,KK
M01282,2/28/2022,,Istanbul,Female,F,32-38,Associate Degree,YY
M01283,5/18/2022,,Bolu,Male,C,18-24,Associate Degree,XX
M01284,8/28/2015,,Aydin,Male,B,18-24,Doctorate,XX
M01285,12/1/2021,,Bolu,Male,E,25-31,Associate Degree,KK
M01286,10/11/2017,,Aydin,Male,B,18-24,High School,ZZ
M01287,12/22/2024,,Antalya,Male,B,46-52,Associate Degree,ZZ
M01288,2/12/2022,,Bolu,Male,G,46-52,Associate Degree,KK
M01289,6/14/2019,,Izmir,Male,A,25-31,Primary School,YY
M01290,4/3/2022,,Istanbul,Female,G,46-52,Primary School,YY
M01291,2/25/2022,,Istanbul,Male,F,46-52,Doctorate,ZZ
M01292,8/30/2017,,Istanbul,Male,A,52+,Doctorate,YY
M01293,8/13/2018,,Bolu,Male,E,18-24,High School,YY
M01294,11/10/2017,,Istanbul,Female,C,52+,Doctorate,YY
M01295,5/20/2016,,Izmir,Male,E,46-52,Bachelor's Degree,ZZ
M01296,11/8/2017,,Ankara,Male,A,46-52,Bachelor's Degree,YY
M01297,3/29/2021,,Istanbul,Male,D,52+,Bachelor's Degree,ZZ
M01298,11/17/2024,,Aydin,Male,B,25-31,Associate Degree,YY
M01299,4/19/2017,,Antalya,Male,B,32-38,Doctorate,XX
M01300,6/11/2017,,Ankara,Female,G,52+,Master's Degree,ZZ
M01301,6/24/2022,,Bolu,Male,F,32-38,Associate Degree,RR
M01302,12/13/2019,,Bolu,Female,G,25-31,Primary School,TT
M01303,7/22/2020,,Bolu,Male,D,46-52,High School,RR
M01304,10/20/2015,,Izmir,Female,F,39-45,Doctorate,XX
M01305,8/5/2023,,Ankara,Male,E,18-24,High School,KK
M01306,11/8/2024,,Istanbul,Male,G,32-38,Associate Degree,YY
M01307,12/13/2015,,Ankara,Male,C,52+,High School,KK
M01308,9/24/2016,,Istanbul,Male,C,25-31,Doctorate,RR
M01309,2/20/2015,,Izmir,Female,F,39-45,High School,XX
M01310,8/14/2021,,Izmir,Male,C,46-52,Primary School,ZZ
M01311,5/5/2022,,Izmir,Male,G,18-24,High School,XX
M01312,4/25/2017,,Aydin,Male,B,46-52,High School,ZZ
M01313,8/13/2015,,Istanbul,Male,A,46-52,Bachelor's Degree,XX
M01314,2/14/2016,,Izmir,Female,G,39-45,Doctorate,KK
M01315,8/2/2023,,Ankara,Female,C,46-52,Primary School,PP
M01316,2/28/2016,,Antalya,Male,B,52+,Primary School,XX
M01317,9/22/2021,,Antalya,Female,B,25-31,Master's Degree,XX
M01318,11/8/2024,,Ankara,Male,C,46-52,Doctorate,XX
M01319,11/8/2019,,Bolu,Male,B,52+,Primary School,PP
M01320,5/17/2015,,Aydin,Male,B,52+,Doctorate,XX
M01321,11/18/2017,,Bolu,Male,C,39-45,Primary School,RR
M01322,6/6/2015,,Istanbul,Male,B,46-52,Master's Degree,TT
M01323,7/18/2015,,Aydin,Female,B,52+,Bachelor's Degree,PP
M01324,10/2/2016,,Aydin,Male,B,39-45,Associate Degree,RR
M01325,3/30/2021,,Ankara,Male,E,18-24,Bachelor's Degree,PP
M01326,2/14/2018,,Antalya,Female,B,18-24,High School,XX
M01327,6/8/2021,,Antalya,Male,B,39-45,Primary School,ZZ
M01328,4/8/2017,,Istanbul,Female,D,32-38,Doctorate,ZZ
M01329,2/1/2018,,Istanbul,Male,A,52+,Bachelor's Degree,TT
M01330,7/5/2018,,Aydin,Female,B,18-24,Bachelor's Degree,PP
M01331,8/3/2015,,Bolu,Male,G,25-31,Doctorate,XX
M01332,8/3/2018,,Antalya,Male,B,52+,Primary School,RR
M01333,8/9/2019,,Istanbul,Male,B,39-45,Bachelor's Degree,KK
M01334,7/22/2020,,Antalya,Male,B,52+,Doctorate,XX
M01335,4/24/2017,,Ankara,Male,B,46-52,Doctorate,YY
M01336,7/8/2022,,Istanbul,Female,G,32-38,Master's Degree,RR
M01337,3/23/2019,,Istanbul,Male,D,18-24,Master's Degree,RR
M01338,2/15/2015,,Istanbul,Male,G,39-45,Bachelor's Degree,RR
M01339,8/11/2022,,Istanbul,Female,D,46-52,Associate Degree,TT
M01340,7/12/2015,,Bolu,Male,A,52+,Doctorate,RR
M01341,10/10/2024,,Ankara,Male,E,25-31,Associate Degree,PP
M01342,1/13/2020,,Bolu,Male,D,32-38,Master's Degree,KK
M01343,6/12/2016,,Aydin,Female,B,46-52,Bachelor's Degree,TT
M01344,8/15/2022,,Bolu,Male,D,39-45,Bachelor's Degree,YY
M01345,5/13/2019,,Aydin,Male,B,39-45,Associate Degree,PP
M01346,10/17/2024,,Aydin,Male,B,52+,Doctorate,XX
M01347,6/1/2022,,Antalya,Male,B,39-45,Primary School,PP
M01348,10/2/2020,,Istanbul,Male,A,18-24,High School,ZZ
M01349,9/26/2017,,Bolu,Male,C,18-24,Primary School,XX
M01350,4/14/2015,,Bolu,Male,A,39-45,Bachelor's Degree,ZZ
M01351,1/10/2021,,Izmir,Female,E,52+,Primary School,YY
M01352,8/20/2022,,Antalya,Male,B,18-24,Doctorate,XX
M01353,10/29/2023,,Istanbul,Male,G,18-24,Doctorate,RR
M01354,5/16/2019,,Bolu,Male,E,25-31,Master's Degree,ZZ
M01355,6/3/2019,,Antalya,Male,B,25-31,Doctorate,XX
M01356,10/24/2019,,Istanbul,Male,B,32-38,High School,RR
M01357,12/20/2024,,Izmir,Male,B,39-45,Bachelor's Degree,PP
M01358,6/9/2023,,Ankara,Male,B,32-38,High School,RR
M01359,10/21/2024,,Ankara,Male,B,18-24,Doctorate,PP
M01360,2/24/2021,,Antalya,Male,B,39-45,Primary School,RR
M01361,3/21/2018,,Aydin,Male,B,46-52,Associate Degree,YY
M01362,6/12/2019,,Antalya,Male,B,32-38,Doctorate,XX
M01363,2/7/2021,,Antalya,Female,B,18-24,High School,RR
M01364,6/16/2022,,Bolu,Male,D,18-24,Master's Degree,KK
M01365,3/16/2018,,Izmir,Male,F,18-24,Doctorate,XX
M01366,7/6/2024,,Izmir,Male,E,25-31,Primary School,RR
M01367,3/24/2018,,Bolu,Female,E,32-38,Associate Degree,ZZ
M01368,3/22/2015,,Bolu,Female,G,25-31,Bachelor's Degree,ZZ
M01369,6/15/2021,,Izmir,Male,B,18-24,Master's Degree,XX
M01370,12/24/2024,,Bolu,Male,G,32-38,Primary School,YY
M01371,11/3/2023,,Istanbul,Male,C,32-38,Associate Degree,TT
M01372,5/27/2017,,Antalya,Female,B,52+,Associate Degree,XX
M01373,11/9/2015,,Izmir,Male,G,18-24,Bachelor's Degree,PP
M01374,7/14/2017,,Ankara,Male,A,32-38,High School,PP
M01375,2/15/2021,,Aydin,Female,B,32-38,Bachelor's Degree,PP
M01376,6/30/2017,,Istanbul,Male,E,52+,Doctorate,RR
M01377,8/24/2023,,Bolu,Male,E,25-31,Primary School,YY
M01378,5/23/2016,,Ankara,Male,F,46-52,Associate Degree,XX
M01379,10/24/2022,,Izmir,Male,A,25-31,Bachelor's Degree,PP
M01380,1/24/2015,,Antalya,Female,B,18-24,Primary School,RR
M01381,11/25/2020,,Izmir,Male,F,52+,Master's Degree,XX
M01382,11/11/2019,,Ankara,Male,B,32-38,Associate Degree,PP
M01383,5/11/2015,,Antalya,Male,B,18-24,Doctorate,XX
M01384,9/13/2015,,Aydin,Female,B,18-24,Doctorate,XX
M01385,2/17/2019,,Antalya,Male,B,52+,Primary School,RR
M01386,6/20/2017,,Ankara,Male,G,46-52,High School,YY
M01387,8/30/2015,,Bolu,Male,F,39-45,Primary School,YY
M01388,3/13/2016,,Ankara,Female,E,32-38,Doctorate,RR
M01389,10/31/2015,,Antalya,Male,B,46-52,Doctorate,XX
M01390,4/16/2019,,Ankara,Male,A,46-52,Master's Degree,YY
M01391,1/18/2017,,Bolu,Female,G,39-45,High School,TT
M01392,12/16/2015,,Istanbul,Male,E,32-38,Doctorate,YY
M01393,9/14/2016,,Ankara,Male,E,52+,High School,TT
M01394,12/1/2017,,Izmir,Female,B,25-31,Master's Degree,YY
M01395,5/2/2019,,Istanbul,Male,G,46-52,Bachelor's Degree,PP
M01396,8/17/2020,,Antalya,Male,B,32-38,High School,RR
M01397,12/27/2017,,Bolu,Male,C,18-24,High School,PP
M01398,7/20/2023,,Ankara,Male,B,32-38,Primary School,XX
M01399,7/13/2022,,Bolu,Male,D,25-31,Primary School,KK
M01400,7/9/2021,,Izmir,Male,B,52+,Bachelor's Degree,TT
M01401,8/23/2015,,Bolu,Male,G,25-31,Doctorate,YY
M01402,4/24/2022,,Istanbul,Male,F,32-38,Primary School,PP
M01403,4/16/2015,,Istanbul,Male,F,18-24,High School,KK
M01404,10/22/2021,,Aydin,Male,B,46-52,Primary School,KK
M01405,6/2/2020,,Istanbul,Male,B,18-24,Master's Degree,KK
M01406,3/28/2015,,Istanbul,Male,D,46-52,Primary School,RR
M01407,10/31/2021,,Istanbul,Female,G,32-38,Bachelor's Degree,KK
M01408,3/6/2024,,Istanbul,Male,F,25-31,Doctorate,PP
M01409,1/12/2019,,Aydin,Male,B,18-24,Associate Degree,YY
M01410,6/24/2022,,Aydin,Male,B,18-24,Master's Degree,PP
M01411,7/3/2022,,Bolu,Female,G,32-38,High School,KK
M01412,3/8/2015,,Aydin,Male,B,18-24,Master's Degree,XX
